"user_genome","Product.Prediction","BiG.SCAPE.class"
"SRR5580765rbin.7","T1PKS","PKSI"
"SRR5195143rbin.19","terpene","Terpene"
"SRR12721350bin.3","thioamitides","Others"
"SRR11836440bin.12","terpene","Terpene"
"SRR3985624rbin.38","terpene","Terpene"
"SRR6187402rbin.1","terpene","Terpene"
"SRR6474979rbin.1","NRPS","NRPS"
"S324bin.35","terpene","Terpene"
"SRR7091523rbin.2","ranthipeptide.terpene","Others"
"SRR12349250bin.13","terpene","Terpene"
"SRR12767728bin.1","thioamitides","Others"
"SRR8879137rbin.20","terpene","Terpene"
"R98rbin.5","thioamitides","Others"
"SRR5582436rbin.37","NRPS-like","NRPS"
"SRR7093794rbin.21","terpene","Terpene"
"SRR11836440bin.25","T1PKS","PKSI"
"SRR12349250bin.7","thioamitides","Others"
"SRR7687087rbin.1","ranthipeptide","RiPPs"
"SRR8881011rbin.82","T1PKS","PKSI"
"SRR1586312rbin.3","ranthipeptide","RiPPs"
"zpcx_18bin.20","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11829117bin.1","NRPS","NRPS"
"SRR6474979rbin.9","terpene","Terpene"
"SRR5215545rbin.25","terpene","Terpene"
"SRR5208337rbin.16","NRPS-like","NRPS"
"SRR10998593bin.1","lanthipeptide-class-iii","RiPPs"
"S75rbin.33","amglyccycl","Saccharides"
"SRR7100789rbin.20","terpene","Terpene"
"SRR6185437rbin.41","lanthipeptide-class-iii","RiPPs"
"SRR8931235rbin.13","thioamitides","Others"
"SRR12676706bin.21","NRPS","NRPS"
"SRR5823603rbin.9","proteusin.lanthipeptide-class-ii","RiPPs"
"SRR11836025bin.3","terpene","Terpene"
"SRR7882663rbin.5","terpene","Terpene"
"S246bin.15","T3PKS","PKSother"
"SRR3989344rbin.389","RRE-containing","RiPPs"
"SRR11671581bin.11","arylpolyene","Others"
"D2rbin.9","thioamitides","Others"
"SRR6478752rbin.7","thioamitides","Others"
"SRR13207077bin.5","cyanobactin","RiPPs"
"SRR5209943rbin.34","resorcinol","Others"
"SRR11467475bin.1","terpene","Terpene"
"S354bin.11","terpene","Terpene"
"SRR5855438rbin.1","T3PKS","PKSother"
"SRR7687003rbin.1","NRPS-like","NRPS"
"SRR8554898rbin.77","arylpolyene","Others"
"SRR7101595rbin.25","terpene","Terpene"
"SRR12681507bin.17","NRPS-like.lanthipeptide-class-v","Others"
"SRR7004345rbin.6","thioamitides","Others"
"SRR12692973bin.2","T1PKS.resorcinol.lanthipeptide-class-v","Others"
"SRR11842680bin.6","terpene","Terpene"
"SRR6474920rbin.4","betalactone","Others"
"SRR12377071bin.12","NRPS-like","NRPS"
"SRR5133178rbin.10","terpene","Terpene"
"SRR6831574rbin.14","terpene","Terpene"
"SRR5205085rbin.2","T3PKS","PKSother"
"SRR6202453rbin.7","terpene","Terpene"
"SRR8879135rbin.7","betalactone","Others"
"S143bin.32","NRPS-like","NRPS"
"SRR5855434rbin.1","terpene","Terpene"
"SRR10998593bin.3","terpene","Terpene"
"SRR1164896rbin.10","terpene","Terpene"
"S70rbin.3","terpene","Terpene"
"S62rbin.19","thioamitides","Others"
"SRR10159350bin.22","NRPS-like","NRPS"
"SRR6478736rbin.2","thioamitides","Others"
"SRR11051945bin.2","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11742962bin.82","terpene","Terpene"
"SRR6831574rbin.5","NRPS-like","NRPS"
"S20rbin.5","redox-cofactor","Others"
"SRR5855436rbin.5","terpene","Terpene"
"GM2bin.15","NRPS-like","NRPS"
"SRR350921rebin.1","NRPS","NRPS"
"S6rebin.5","thioamitides","Others"
"SRR7098091rbin.14","thioamitides","Others"
"SRR3985524rbin.30","NRPS-like","NRPS"
"SRR7093795rbin.14","redox-cofactor","Others"
"SRR12773038bin.3","cyanobactin","RiPPs"
"SRR6478736rbin.5","terpene","Terpene"
"SRR350474rebin.9","terpene","Terpene"
"SRR11829117bin.1","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR5855438rbin.6","terpene","Terpene"
"SRR7882663rbin.17","terpene","Terpene"
"S329bin.4","NRPS","NRPS"
"SRR11842680bin.6","terpene","Terpene"
"SRR5210316rbin.5","T3PKS","PKSother"
"SRR5855420rbin.16","T1PKS","PKSI"
"SRR11743028bin.14","T3PKS","PKSother"
"SRR7097861rbin.5","ranthipeptide","RiPPs"
"SRR7026262rbin.12","terpene","Terpene"
"SRR12927892bin.42","NRPS-like","NRPS"
"SRR8879135rbin.50","terpene","Terpene"
"SRR8881011rbin.72","T1PKS","PKSI"
"SRR9289417rbin.22","terpene","Terpene"
"SRR8879137rbin.21","terpene","Terpene"
"SRR5947209rbin.7","terpene","Terpene"
"S225bin.4","NRPS","NRPS"
"SRR7026486rbin.3","thioamitides","Others"
"S324bin.37","lassopeptide","RiPPs"
"ERR1051325rbin.29","terpene","Terpene"
"SRR1157607rbin.11","terpene","Terpene"
"SRR5262248rbin.39","terpene","Terpene"
"SRR7094831rbin.15","NAPAA","NRPS"
"SRR6474919rbin.11","terpene","Terpene"
"SRR5437667rbin.20","terpene","Terpene"
"SRR8863074rbin.1","T3PKS","PKSother"
"SRR8558721rbin.7","terpene","Terpene"
"SRR7015886rbin.3","T3PKS","PKSother"
"S171bin.5","terpene.phosphonate","Others"
"SRR2903329rbin.28","terpene","Terpene"
"SRR7141967rbin.2","terpene","Terpene"
"SRR10968246bin.59","ranthipeptide","RiPPs"
"SRR12692973bin.2","NRPS","NRPS"
"SRR8881008rbin.20","redox-cofactor","Others"
"SRR7967954rbin.5","NRPS-like","NRPS"
"SRR6202453rbin.4","lanthipeptide-class-i","RiPPs"
"SRR3990168rbin.52","terpene","Terpene"
"SRR10954969bin.1","terpene","Terpene"
"SRR12377071bin.3","terpene","Terpene"
"SRR8440673rbin.1","terpene","Terpene"
"SRR8443323rbin.2","thioamitides","Others"
"S75rbin.3","terpene","Terpene"
"S226bin.20","arylpolyene","Others"
"S48rbin.5","NRPS","NRPS"
"SRR5259839rbin.8","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR10585490bin.2","amglyccycl","Saccharides"
"SRR1586279rbin.36","terpene","Terpene"
"SRR6184671rbin.36","NRPS.T1PKS","PKS-NRP_Hybrids"
"S262bin.11","terpene","Terpene"
"SRR8554512rbin.15","terpene","Terpene"
"SRR1586320rbin.14","terpene","Terpene"
"SRR8536191rbin.13","lanthipeptide-class-iv","RiPPs"
"S261bin.16","T1PKS.T3PKS","PKSother"
"SRR5665648rbin.3","terpene","Terpene"
"SRR8558721rbin.10","thioamitides","Others"
"SRR9694539rbin.11","terpene","Terpene"
"SRR7042370rbin.33","betalactone","Others"
"SRR1586279rbin.36","terpene","Terpene"
"SRR5918914rbin.5","LAP","RiPPs"
"S143bin.32","terpene","Terpene"
"S264bin.67","blactam","Others"
"SRR5690606rbin.236","ranthipeptide","RiPPs"
"S108bin.3","terpene","Terpene"
"SRR5195147rbin.9","lanthipeptide-class-iv","RiPPs"
"SRR5210469rbin.6","terpene","Terpene"
"SRR6958552rbin.18","NRPS","NRPS"
"S334bin.6","T3PKS","PKSother"
"SRR6185512rbin.14","terpene","Terpene"
"SRR11271806bin.5","transAT-PKS-like","PKSother"
"SRR12917226bin.2","NRPS","NRPS"
"SRR8863178rbin.8","blactam","Others"
"SRR8663215rbin.7","NRPS","NRPS"
"S258bin.5","NRPS-like","NRPS"
"SRR5195144rbin.16","terpene","Terpene"
"SRR5262248rbin.40","terpene","Terpene"
"S268bin.13","NAPAA","NRPS"
"SRR11794808bin.27","terpene","Terpene"
"SRR10998592bin.27","lanthipeptide-class-iv","RiPPs"
"S109bin.4","NRPS-like","NRPS"
"SRR11719875bin.2","terpene","Terpene"
"SRR11449188bin.9","terpene","Terpene"
"SRR5829548rbin.9","terpene","Terpene"
"SRR8440673rbin.2","betalactone","Others"
"SRR11613358bin.5","NRPS","NRPS"
"SRR5262249rbin.22","terpene","Terpene"
"SRR7093797bin.47","terpene","Terpene"
"SRR1586314rbin.1","terpene","Terpene"
"S178bin.7","terpene","Terpene"
"SRR12608595bin.2","thioamitides","Others"
"S404bin.9","NRPS","NRPS"
"SRR10159354bin.3","arylpolyene","Others"
"S279bin.5","NRPS-like.T1PKS","PKS-NRP_Hybrids"
"SRR1586317rbin.5","terpene","Terpene"
"SRR6152564rbin.9","ranthipeptide","RiPPs"
"SRR7003765rbin.21","ladderane","Others"
"SRR5823607rbin.17","NRPS","NRPS"
"SRR12676706bin.10","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR6325481rbin.5","terpene","Terpene"
"SRR3985523rbin.20","terpene","Terpene"
"GM2bin.3","terpene","Terpene"
"S389bin.3","terpene","Terpene"
"SRR6474769rbin.3","terpene","Terpene"
"R23rbin.2","terpene","Terpene"
"SRR9656163rbin.7","terpene","Terpene"
"SRR5579885rbin.15","terpene","Terpene"
"S400bin.14","T1PKS","PKSI"
"S223bin.2","T3PKS","PKSother"
"SRR5512135rbin.6","betalactone","Others"
"SRR5133178rbin.11","NRPS-like","NRPS"
"SRR7094832rbin.4","arylpolyene","Others"
"SRR12608593bin.1","terpene","Terpene"
"SRR5690625rbin.51","terpene","Terpene"
"SRR11719874bin.5","terpene","Terpene"
"SRR4051794rbin.7","cyanobactin","RiPPs"
"SRR11742962bin.48","terpene","Terpene"
"SRR7882663rbin.14","NRPS.betalactone","Others"
"SRR9009774bin.385","T1PKS","PKSI"
"SRR11051936bin.3","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR8556377rbin.86","NRPS","NRPS"
"SRR11467481bin.6","T1PKS.PKS-like","PKSother"
"SRR10585490bin.3","indole","Others"
"S252bin.1","NRPS","NRPS"
"S258bin.45","terpene","Terpene"
"S227bin.6","arylpolyene","Others"
"SRR6788486rbin.4","terpene","Terpene"
"SRR7976238rbin.7","terpene","Terpene"
"SRR8556377rbin.80","terpene","Terpene"
"SRR5915997rbin.7","thioamitides","Others"
"zpcx_7rbin.21","terpene","Terpene"
"SRR2059973rbin.3","terpene","Terpene"
"SRR7882662rbin.25","terpene","Terpene"
"SRR5918986rbin.3","T1PKS","PKSI"
"SRR7102016rbin.6","terpene","Terpene"
"SRR7629281rbin.14","hglE-KS","PKSother"
"SRR11676645bin.6","terpene","Terpene"
"SRR10695393bin.6","terpene","Terpene"
"SRR8558721rbin.5","NRPS-like","NRPS"
"SRR11449177bin.22","terpene","Terpene"
"SRR6185312rbin.90","T1PKS","PKSI"
"SRR5209028rbin.31","ranthipeptide","RiPPs"
"SRR5195119rbin.8","RiPP-like.terpene","Others"
"SRR8879134rbin.9","ranthipeptide","RiPPs"
"SRR5195147rbin.1","arylpolyene","Others"
"SRR9694539rbin.4","terpene","Terpene"
"SRR5214707rbin.8","redox-cofactor","Others"
"S400bin.7","NRPS-like","NRPS"
"SRR12170511bin.56","indole","Others"
"SRR6683738rbin.1","lassopeptide","RiPPs"
"S225bin.4","NRPS","NRPS"
"SRR5177929rbin.12","terpene","Terpene"
"SRR5209029rbin.12","T1PKS","PKSI"
"SRR5581483rbin.99","lanthipeptide-class-ii","RiPPs"
"SRR1586321rbin.10","terpene","Terpene"
"SRR9650391rbin.14","terpene","Terpene"
"SRR9032509rbin.9","terpene","Terpene"
"SRR3985625rbin.14","terpene","Terpene"
"SRR1924237rbin.3","NRPS-like","NRPS"
"SRR350513rebin.7","thioamitides","Others"
"SRR10695396bin.1","thiopeptide","RiPPs"
"S187bin.10","NRPS-like","NRPS"
"S56rbin.9","terpene","Terpene"
"SRR11614242bin.2","terpene","Terpene"
"SRR9032509rbin.11","terpene","Terpene"
"SRR3401951rbin.10","terpene","Terpene"
"S264bin.51","T3PKS","PKSother"
"S14rbin.1","terpene","Terpene"
"S135bin.18","arylpolyene","Others"
"S23rbin.1","indole","Others"
"SRR3401954rbin.2","NRPS","NRPS"
"SRR8879132rbin.50","terpene","Terpene"
"SRR11842680bin.13","terpene","Terpene"
"SRR8543488rbin.8","NRPS","NRPS"
"SRR2903329rbin.2","terpene","Terpene"
"S366bin.89","terpene","Terpene"
"SRR7042360rbin.3","betalactone","Others"
"SRR6185512rbin.28","terpene","Terpene"
"SRR11794808bin.41","terpene","Terpene"
"SRR9597092rbin.5","terpene","Terpene"
"SRR5690625rbin.4","terpene","Terpene"
"SRR12696334bin.1","terpene","Terpene"
"Cshang2bin.2","terpene","Terpene"
"SRR8487025rbin.2","terpene","Terpene"
"SRR12927892bin.10","T3PKS","PKSother"
"SRR6202453rbin.4","T3PKS","PKSother"
"SRR12805505bin.5","T3PKS","PKSother"
"SRR9694540rbin.3","redox-cofactor","Others"
"SRR8676592rbin.7","NRPS-like","NRPS"
"S118bin.5","terpene","Terpene"
"SRR12349226bin.2","cyanobactin","RiPPs"
"S21rbin.14","NRPS","NRPS"
"SRR9694540rbin.5","terpene","Terpene"
"SRR5277367rbin.3","terpene","Terpene"
"SRR8879134rbin.84","terpene","Terpene"
"SRR5439720bin.199","terpene","Terpene"
"SRR8556377rbin.47","hglE-KS","PKSother"
"SRR7003810rbin.14","terpene","Terpene"
"SRR6201998rbin.1","lassopeptide","RiPPs"
"SRR5195141rbin.2","T3PKS","PKSother"
"SRR9009774bin.130","NRPS-like","NRPS"
"SRR12692787bin.20","terpene","Terpene"
"SRR9597093rbin.1","terpene","Terpene"
"SRR5918992rbin.6","terpene","Terpene"
"SRR8185401rbin.2","terpene","Terpene"
"SRR2901746rbin.4","terpene","Terpene"
"S165bin.19","terpene","Terpene"
"SRR10998592bin.21","thioamitides","Others"
"SRR1586317rbin.11","terpene","Terpene"
"SRR5690625rbin.52","terpene","Terpene"
"SRR7976238rbin.18","terpene","Terpene"
"SRR3985526rbin.15","terpene","Terpene"
"SRR8558721rbin.3","thioamitides","Others"
"SRR7100769rbin.20","ranthipeptide","RiPPs"
"ERR4660996bin.4","lanthipeptide-class-iv","RiPPs"
"SRR5438094rbin.2","terpene","Terpene"
"SRR8438987rbin.18","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR10998592bin.27","RiPP-like.lanthipeptide-class-ii","RiPPs"
"SRR5823602rbin.8","terpene","Terpene"
"SRR5215203rbin.14","NRPS-like","NRPS"
"SRR6181342rbin.2","NRPS","NRPS"
"SRR6076972rbin.5","terpene","Terpene"
"S258bin.42","terpene","Terpene"
"SRR5439720bin.191","terpene","Terpene"
"SRR5855427rbin.1","NRPS-like.betalactone","Others"
"SRR7093794rbin.7","NRPS","NRPS"
"SRR12170516bin.52","NRPS-like","NRPS"
"SRR12688413bin.2","terpene","Terpene"
"SRR6474979rbin.7","terpene","Terpene"
"SRR5260221rbin.12","hglE-KS","PKSother"
"S5rebin.42","redox-cofactor","Others"
"SRR8442865rbin.5","NAPAA","NRPS"
"SRR5468417rbin.6","NRPS","NRPS"
"SRR5512135rbin.6","terpene","Terpene"
"SRR5209946rbin.14","T3PKS","PKSother"
"S400bin.2","terpene","Terpene"
"SRR5581483rbin.67","terpene","Terpene"
"SRR5177929rbin.7","terpene","Terpene"
"SRR10585487bin.7","terpene","Terpene"
"SRR10954988bin.6","terpene","Terpene"
"SRR5579885rbin.51","NRPS-like","NRPS"
"S4rebin.3","terpene","Terpene"
"SRR12659369bin.3","terpene","Terpene"
"SRR6266850rbin.13","terpene","Terpene"
"SRR5877196rbin.7","terpene","Terpene"
"SRR5947209rbin.6","lanthipeptide-class-v","RiPPs"
"S284bin.2","ladderane","Others"
"SRR5177928rbin.13","terpene","Terpene"
"SRR5177928rbin.1","terpene","Terpene"
"SRR6474940rbin.3","terpene","Terpene"
"SRR7003767rbin.8","terpene","Terpene"
"S251bin.5","terpene","Terpene"
"SRR6076972rbin.1","terpene","Terpene"
"SRR10954973bin.3","terpene","Terpene"
"SRR7142033rbin.4","terpene","Terpene"
"SRR8544467rbin.13","terpene","Terpene"
"SRR8440673rbin.7","ranthipeptide","RiPPs"
"S258bin.13","terpene","Terpene"
"SRR9289415rbin.2","terpene","Terpene"
"SRR12659394bin.12","ranthipeptide","RiPPs"
"SRR7026572rbin.8","lanthipeptide-class-i","RiPPs"
"SRR7629282rbin.11","cyclic-lactone-autoinducer","RiPPs"
"S400bin.14","T1PKS","PKSI"
"SRR3984957rbin.16","terpene","Terpene"
"SRR5823612rbin.15","terpene","Terpene"
"SRR7448260rbin.9","terpene","Terpene"
"SRR11678612bin.8","NRPS-like","NRPS"
"SRR5439720bin.81","terpene","Terpene"
"SRR9694539rbin.14","terpene","Terpene"
"SRR5271157rbin.15","hglE-KS","PKSother"
"S42rbin.10","terpene","Terpene"
"SRR8549365rbin.12","redox-cofactor","Others"
"SRR12170509bin.21","terpene","Terpene"
"SRR6476469rbin.1","terpene","Terpene"
"S309bin.19","RRE-containing","RiPPs"
"S335bin.9","terpene","Terpene"
"SRR6788489rbin.11","terpene","Terpene"
"S277bin.5","terpene","Terpene"
"SRR6195974rbin.67","terpene","Terpene"
"SRR8931236rbin.17","terpene","Terpene"
"SRR12805505bin.10","terpene","Terpene"
"SRR11449186bin.26","terpene","Terpene"
"S279bin.1","NRPS","NRPS"
"SRR7141966rbin.1","terpene","Terpene"
"SRR6474920rbin.4","terpene","Terpene"
"SRR7976237rbin.15","terpene","Terpene"
"SRR5262248rbin.39","terpene","Terpene"
"SRR6683737rbin.9","terpene","Terpene"
"SRR9009774bin.211","terpene","Terpene"
"SRR1586316rbin.6","terpene","Terpene"
"SRR11743028bin.23","PKS-like.transAT-PKS","PKSother"
"SRR9694538rbin.18","terpene","Terpene"
"SRR6475147rbin.8","terpene","Terpene"
"SRR7093796rbin.22","terpene","Terpene"
"SRR9044097rbin.11","phosphonate","Others"
"S390bin.24","T3PKS","PKSother"
"SRR7777325rbin.4","T3PKS","PKSother"
"SRR3984957rbin.3","ranthipeptide","RiPPs"
"SRR7142033rbin.19","betalactone","Others"
"ED2bin.3","terpene","Terpene"
"SRR7004337rbin.9","terpene","Terpene"
"SRR6478609rbin.6","T3PKS","PKSother"
"SRR8549365rbin.16","betalactone","Others"
"S171bin.17","ranthipeptide","RiPPs"
"SRR5210470rbin.2","terpene","Terpene"
"SRR9597093rbin.2","acyl_amino_acids","Others"
"SRR10998593bin.1","NRPS-like","NRPS"
"SRR7097860rbin.12","terpene","Terpene"
"SRR5581483rbin.60","terpene","Terpene"
"SRR6202453rbin.3","ranthipeptide","RiPPs"
"S211bin.45","acyl_amino_acids","Others"
"SRR12659395bin.13","terpene","Terpene"
"SRR7098092rbin.15","ranthipeptide","RiPPs"
"SRR10998593bin.12","cyanobactin","RiPPs"
"SRR10360627bin.6","T3PKS","PKSother"
"SRR13115018bin.20","terpene","Terpene"
"SRR12347819bin.9","ranthipeptide","RiPPs"
"SRR2903329rbin.24","terpene","Terpene"
"SRR1924237rbin.11","NRPS-like.T1PKS.betalactone","Others"
"SRR10998590bin.5","ranthipeptide","RiPPs"
"SRR6478736rbin.2","indole","Others"
"SRR8554898rbin.54","NRPS-like","NRPS"
"R125bin.8","NRPS-like","NRPS"
"SRR3985624rbin.45","terpene","Terpene"
"SRR12349250bin.15","thioamitides","Others"
"SRR11842680bin.9","terpene","Terpene"
"SRR8549365rbin.19","T3PKS","PKSother"
"SRR5153238rbin.1","betalactone","Others"
"SRR10360641bin.14","terpene","Terpene"
"SRR11794808bin.7","ranthipeptide","RiPPs"
"S129bin.4","terpene","Terpene"
"SRR5215545rbin.7","ranthipeptide","RiPPs"
"SRR8861596bin.2","ranthipeptide","RiPPs"
"DRR101464rebin.3","terpene","Terpene"
"SRR11836440bin.67","RiPP-like.proteusin","RiPPs"
"SRR9009774bin.62","terpene","Terpene"
"SRR11678610bin.14","RRE-containing","RiPPs"
"SRR5855434rbin.8","terpene","Terpene"
"SRR12688413bin.18","terpene","Terpene"
"SRR5855430rbin.6","terpene","Terpene"
"SRR12347921bin.6","terpene","Terpene"
"S379bin.4","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR8544467rbin.24","terpene","Terpene"
"SRR12917226bin.2","NRPS-like","NRPS"
"SRR1586267rbin.9","terpene","Terpene"
"S325bin.3","terpene","Terpene"
"SRR9009774bin.337","NRPS","NRPS"
"SRR8879134rbin.30","NRPS","NRPS"
"zpcx_18bin.20","NRPS","NRPS"
"SRR11731666bin.11","terpene","Terpene"
"SRR3990168rbin.63","terpene","Terpene"
"SRR5177929rbin.30","redox-cofactor","Others"
"SRR12951525bin.2","terpene","Terpene"
"zpcx_23bin.27","terpene","Terpene"
"SRR10376087bin.29","betalactone","Others"
"SRR5177929rbin.19","terpene","Terpene"
"SRR12149476bin.22","T3PKS","PKSother"
"SRR5678806rbin.1","ranthipeptide","RiPPs"
"SRR10948449bin.6","lanthipeptide-class-iii","RiPPs"
"SRR13115019bin.72","ranthipeptide","RiPPs"
"S258bin.1","terpene","Terpene"
"SRR5581483rbin.155","terpene","Terpene"
"R26rbin.6","terpene","Terpene"
"SRR5214707rbin.24","ranthipeptide","RiPPs"
"SRR7976237rbin.30","terpene","Terpene"
"SRR7141966rbin.19","terpene","Terpene"
"SRR6185512rbin.56","NRPS-like","NRPS"
"SRR10360617bin.16","terpene","Terpene"
"S384bin.3","terpene","Terpene"
"SRR6193119rbin.10","ranthipeptide","RiPPs"
"SRR650839rebin.4","ranthipeptide","RiPPs"
"SRR9648393rbin.2","NRPS.T1PKS","PKS-NRP_Hybrids"
"SRR11743028bin.33","terpene","Terpene"
"SRR7882662rbin.67","terpene","Terpene"
"SRR11679235bin.18","NRPS","NRPS"
"SRR7448260rbin.12","arylpolyene","Others"
"SRR12688413bin.5","terpene","Terpene"
"S25rbin.15","terpene","Terpene"
"SRR11719875bin.8","terpene","Terpene"
"SRR2902415rbin.29","NRPS-like","NRPS"
"SRR10489828bin.23","terpene","Terpene"
"SRR5829546rbin.1","NRPS-like","NRPS"
"SRR8185399rbin.1","terpene","Terpene"
"SRR11271807bin.2","ranthipeptide","RiPPs"
"SRR5581483rbin.31","terpene","Terpene"
"SRR5877196rbin.22","terpene","Terpene"
"SRR7882662rbin.41","ranthipeptide","RiPPs"
"SRR12149476bin.17","indole","Others"
"SRR5916120rbin.13","indole","Others"
"SRR9009774bin.351","terpene","Terpene"
"S258bin.47","arylpolyene","Others"
"SRR7457712rbin.7","NRPS","NRPS"
"SRR11622295bin.34","T1PKS","PKSI"
"SRR7686989rbin.2","NRPS-like","NRPS"
"SRR2059973rbin.10","ranthipeptide","RiPPs"
"SRR6202522rbin.2","ranthipeptide","RiPPs"
"SRR6202453rbin.1","ranthipeptide","RiPPs"
"SRR11742962bin.57","ranthipeptide","RiPPs"
"SRR10695393bin.7","resorcinol","Others"
"DRR101456rebin.10","NRPS-like","NRPS"
"SRR7471704rbin.5","betalactone","Others"
"SRR12349534bin.1","terpene","Terpene"
"S135bin.18","ranthipeptide","RiPPs"
"SRR10360624bin.13","lassopeptide","RiPPs"
"SRR1955040rbin.30","terpene","Terpene"
"SRR3985625rbin.5","ranthipeptide","RiPPs"
"SRR5579885rbin.16","NRPS-like","NRPS"
"SRR5582436rbin.17","terpene","Terpene"
"SRR8544467rbin.12","lassopeptide","RiPPs"
"SRR5271157rbin.33","ranthipeptide","RiPPs"
"SRR5664280rbin.7","PKS-like","PKSother"
"SRR7629280rbin.13","ranthipeptide","RiPPs"
"SRR5582436rbin.3","other","Others"
"SRR13115018bin.17","ranthipeptide","RiPPs"
"S75rbin.33","NRPS.NRPS-like","NRPS"
"SRR11742962bin.18","terpene","Terpene"
"SRR3984957rbin.17","terpene","Terpene"
"SRR11449177bin.5","terpene","Terpene"
"SRR5579863rbin.25","lanthipeptide-class-ii","RiPPs"
"SRR7687087rbin.4","lassopeptide","RiPPs"
"SRR5205085rbin.4","ranthipeptide","RiPPs"
"SRR11842680bin.85","betalactone","Others"
"SRR6266508rbin.24","terpene","Terpene"
"SRR9691054rbin.4","NRPS","NRPS"
